"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Feistch","Devised","Feistel, John A.","Creator","local","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1958","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","28 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by University of Colorado Boulder student John A. Feistel. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_002_001.pdf","https://ark.colorado.edu/ark:/47540/kq082g50p34g","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","10","1247916","5254","arc-olc02-02_002_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~10~1247916"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Kelly","Devised","Kelly, Roger E.","Creator","http://id.loc.gov/authorities/names/nr89004659","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","36 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by Beloit College student Roger E. Kelly. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_004_001.pdf","https://ark.colorado.edu/ark:/47540/780t4265b126","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1247908","5254","arc-olc02-02_004_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~14~1247908"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Kelly","Devised","Kelly, Roger E.","Creator","http://id.loc.gov/authorities/names/nr89004659","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","35 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by Beloit College student Roger E. Kelly. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_004_002.pdf","https://ark.colorado.edu/ark:/47540/zq3c997051qp","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","15","1247906","5254","arc-olc02-02_004_002.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~15~1247906"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Trend","Devised","Trend, Elizabeth","Creator","local","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","35 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by Columbia University student Elizabeth Trend. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_004_003.pdf","https://ark.colorado.edu/ark:/47540/xj8s1m39s9wn","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","16","1247904","5254","arc-olc02-02_004_003.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~16~1247904"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Wainwright","Devised","Wrainwright, Robert B.","Creator","local","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","33 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by University of Colorado Boulder student Robert B. Wainwright. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_001_001.pdf","https://ark.colorado.edu/ark:/47540/03443p9920q8","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","8","1247920","5254","arc-olc02-02_001_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~8~1247920"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Student field notebooks: Wainwright","Devised","Wrainwright, Robert B.","Creator","local","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","33 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound notebook created by University of Colorado Boulder student Robert B. Wainwright. The pages are filled with handwritten notes and hand-drawn illustrations of artifacts at the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-02_001_002.pdf","https://ark.colorado.edu/ark:/47540/j72x36143478","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","9","1247918","5254","arc-olc02-02_001_002.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~9~1247918"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Sunlight through clouds, JBW 60-10-3","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 2.5"" x 3.5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph of rays of sunlight emerging through clouds.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_002_143_001.jpg","https://ark.colorado.edu/ark:/47540/d82r1638h5xd","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","51","1247868","5254","arc-olc05_002_143_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~51~1247868"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Unit 10-BB (Fig. D)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4.5"" x 5.5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A detail photograph of several partially excavated bones. There is a section of spinal column marked ""10-BB"" in dark ink in the upper left of the frame, and a black and white ruler for scale in the bottom right. There is a lowercase letter d printed in the bottom left corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_034.jpg","https://ark.colorado.edu/ark:/47540/2k614n39q7pk","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","32","1247887","5254","arc-olc04_003_034.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~32~1247887"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Unit 4-F and projectile point (Fig. B)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4.5” x 4.5”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a partially excavated portion of the Olsen-Chubbuck archeological site. There is a round bone in the top right corner marked ""4-F"" in dark ink. There is a dark, semi-triangular projectile point in the bottom right corner, with a black and white ruler for scale above it. A lowercase level b is printed in the bottom left corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_018.jpg","https://ark.colorado.edu/ark:/47540/x1210n2200fs","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","27","1247892","5254","arc-olc04_003_018.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~27~1247892"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Unit lists, unit and section drawings: field notebook, illustrations, notes","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","87 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This field notebook and its loose pages contain primarily illustrations and related notes on the Olsen-Chubbuck archeological dig site. ","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-01_001_001.pdf","","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf
","reformatted digital
","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","3","1247930","5251","arc-olc02-01_001_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~3~1247930"
